1,50374
2,48501
3,48501
4,48501
5,48501
6,42861
7,42861
8,42861
9,42241
10,42241
11,41841
12,41841
13,41841
14,41841
15,41841
16,41841
17,41841
18,41841
19,41841
20,41841
21,41841
22,41841
23,41841
24,41699
25,41699
26,41699
27,41699
28,41699
29,41699
30,41699
31,41699
32,41699
33,41699
34,41699
35,41699
36,41699
37,41699
38,41699
39,41699
40,41699
41,41699
42,41699
43,41699
44,41699
45,41699
46,41699
47,41699
48,41699
49,41699
50,41699
51,41699
52,41699
53,41699
54,41699
55,41699
56,41699
57,41546
58,41546
59,41546
60,41546
61,41546
62,41546
63,41546
64,41546
65,41546
66,41546
67,41546
68,41546
69,41546
70,41546
71,41546
72,41546
73,41546
74,41546
75,41546
76,41546
77,41546
78,41546
79,41546
80,41546
81,41546
82,41546
83,41546
84,41546
85,40270
86,40270
87,40270
88,40270
89,40270
90,40270
91,40270
92,40270
93,40270
94,40270
95,40270
96,40270
97,40270
98,40270
99,40270
100,40270
101,40270
102,40270
103,40270
104,40270
105,40270
106,40270
107,40270
108,40270
109,40270
110,40270
111,40270
112,38589
113,38589
114,38589
115,38589
116,38589
117,38589
118,38589
119,38589
120,38589
121,38589
122,38589
123,38589
124,38589
125,38589
126,38589
127,38589
128,38589
129,38589
130,38589
131,38589
132,38589
133,38589
134,38589
135,38589
136,38589
137,38589
138,38589
139,38589
140,38589
141,38589
142,38589
143,38589
144,38589
145,38589
146,38589
147,38589
148,38589
149,38589
150,38589
151,38589
152,38589
153,38589
154,38589
155,38589
156,38589
157,38589
158,38589
159,38589
160,38589
161,38589
162,38589
163,38589
164,38589
165,38589
166,38589
167,38589
168,38589
169,38589
170,38589
171,38589
172,38589
173,38589
174,38589
175,38589
176,38589
177,38589
178,38589
179,38589
180,38589
181,38589
182,38589
183,38589
184,38589
185,38589
186,38589
187,38589
188,38589
189,38589
190,38589
191,38589
192,38589
193,38589
194,38589
195,38589
196,38589
197,38589
198,38589
199,38589
200,38589
201,38589
202,38589
203,38589
204,38589
205,38589
206,38589
207,38589
208,38589
209,38589
210,38589
211,38589
212,38589
213,38589
214,38589
215,38589
216,38589
217,38589
218,38589
219,38589
220,38589
221,38589
222,38589
223,38589
224,38589
225,38589
226,38589
227,38589
228,38589
229,38589
230,38589
231,38589
232,38589
233,38589
234,38589
235,38589
236,38589
237,38589
238,38589
239,38589
240,38589
241,38589
242,38589
243,38589
244,38589
245,38589
246,38589
247,38589
248,38589
249,38589
250,38589
251,38589
252,38589
253,38589
254,38589
255,38589
256,38589
257,38589
258,38589
259,38589
260,38589
261,38589
262,38589
263,38589
264,38589
265,38589
266,38589
267,38589
268,38589
269,38589
270,38589
271,38589
272,38589
273,38589
274,38589
275,38589
276,38589
277,38589
278,38589
279,38589
280,38589
281,38589
282,38589
283,38589
284,38589
285,38589
286,38589
287,38589
288,38589
289,38589
290,38589
291,38589
292,38589
293,38589
294,38589
295,38589
296,38589
297,38589
298,38589
299,38589
300,38589
