1,43359
2,43359
3,43359
4,40187
5,40187
6,40187
7,40187
8,40187
9,40187
10,40187
11,40187
12,40187
13,40187
14,40187
15,40187
16,40187
17,40187
18,40187
19,40187
20,40187
21,40187
22,40187
23,40187
24,40187
25,40187
26,40187
27,40187
28,40187
29,40187
30,40187
31,40187
32,40187
33,40187
34,40187
35,40187
36,40187
37,40187
38,40187
39,40187
40,40187
41,40187
42,40187
43,40187
44,40187
45,40187
46,40187
47,40187
48,40187
49,40187
50,40187
51,40187
52,40187
53,40187
54,40187
55,40187
56,40187
57,40187
58,40187
59,40187
60,40187
61,40187
62,40187
63,40187
64,40187
65,40187
66,40187
67,40187
68,40187
69,40187
70,40187
71,40187
72,40187
73,40187
74,40187
75,40187
76,40187
77,40187
78,40187
79,40187
80,40187
81,40187
82,40187
83,40187
84,40187
85,40187
86,40187
87,40187
88,40187
89,40187
90,40187
91,40187
92,40187
93,40187
94,38396
95,38396
96,38396
97,38396
98,38396
99,38396
100,38396
101,38396
102,38396
103,38396
104,38396
105,38396
106,38396
107,38396
108,38396
109,38396
110,38396
111,38396
112,38396
113,38396
114,38396
115,38396
116,38396
117,38396
118,38396
119,38396
120,38396
121,38396
122,38396
123,38396
124,38396
125,38396
126,38396
127,38396
128,38396
129,38396
130,38396
131,38396
132,38396
133,38396
134,38396
135,38396
136,38396
137,38396
138,38396
139,38396
140,38396
141,38396
142,38396
143,38396
144,38396
145,38396
146,38396
147,38396
148,38396
149,38396
150,38396
151,38396
152,38396
153,38396
154,38396
155,38396
156,38396
157,38396
158,38396
159,38396
160,38396
161,38396
162,38396
163,38396
164,38396
165,38396
166,38396
167,38396
168,38396
169,38396
170,38396
171,38396
172,38396
173,38396
174,38396
175,38396
176,38396
177,38396
178,38396
179,38396
180,38396
181,38396
182,38396
183,38396
184,38396
185,38396
186,38396
187,38396
188,38396
189,38396
190,38396
191,38396
192,38396
193,38396
194,38396
195,38396
196,38396
197,38396
198,38396
199,38396
200,38396
201,38396
202,38396
203,38396
204,38396
205,38396
206,38396
207,38396
208,38396
209,38396
210,38396
211,38396
212,38396
213,38396
214,38396
215,38396
216,38396
217,38396
218,38396
219,38396
220,38396
221,38396
222,38396
223,38396
224,38396
225,38396
226,38396
227,38396
228,38396
229,38396
230,38396
231,38396
232,38396
233,38396
234,38396
235,38396
236,38396
237,38396
238,38396
239,38396
240,38396
241,38396
242,38396
243,38396
244,38396
245,38396
246,38396
247,38396
248,38396
249,38396
250,38396
251,38396
252,38396
253,38396
254,38396
255,38396
256,38396
257,38396
258,38396
259,38396
260,38396
261,38396
262,38396
263,38396
264,38396
265,38396
266,38396
267,38396
268,38396
269,38396
270,38396
271,38396
272,38396
273,38396
274,38396
275,38396
276,38396
277,38396
278,38396
279,38396
280,38396
281,38396
282,38396
283,38396
284,38396
285,38396
286,38396
287,38396
288,38396
289,38396
290,38396
291,38396
292,38396
293,38396
294,38396
295,38396
296,38396
297,38396
298,38396
299,38396
300,38396
